UT,PY,DI,TI,DE,ID
SCOPUS:2-s2.0-85138481396,2022,10.1007/s40948-022-00469-0,A clean and sustainable CO<sub>2</sub> storage method in construction materials,Al recycling; Carbon dioxide; Carbon storage; Greenhouse gases; Hydrogen fuel,Aluminum compounds; Blast furnaces; Carbon footprint; Compressive strength; Construction industry; Curing; Durability; Environmental management; Fly ash; Global warming; Greenhouse gases; Heavy metals; Hydrogen storage; Leaching; Portland cement; Recycling; Sustainable development; Al recycling; Buildings materials; Carbon storage; Cement production; CO 2 emission; Greenhouse gas emissions; Greenhouses gas; Hydrogen gas; Rice-husk ash; Water production; carbon dioxide; carbon emission; carbon storage; future prospect; greenhouse gas; sustainable development; Carbon dioxide
SCOPUS:2-s2.0-85205228988,2024,10.12912/27197050/192593,Methane Emission in a Small-Scale Rice Field under Two Different Water Management Strategies – An Insight for Landscape Level Adjustments,AWD; carbon footprint; global warming; greenhouse gas; methane; rice production,
SCOPUS:2-s2.0-85036616954,2017,10.17151/luaz.2017.45.4,"Local perception of ecosystem services offered in agricultural farms in the dry zone North of Tolima, Colombia [Percepcion local de los servicios ecosistemicos ofertados en fincas agropecuarias de la zona seca del norte del tolima, Colombia]",Livestock; Management Capacity; Rice Production; Vulnerability,
SCOPUS:2-s2.0-85211247277,2024,10.30919/esfaf1267,"Investigating the Mechanical Properties, Durability, and Environmental Impact of Partial Cement Substitution with Slag Cement and Rice Husk Ash for Sustainable Concrete Production",Concrete manufacturing; Partial cement substitution and environmental effect; Rice husk ash (RHA); Slag cement (SC); Sustainability,
SCOPUS:2-s2.0-85076236535,2019,10.1073/pnas.1910935116,Assessing the sustainability of post-Green Revolution cereals in India,Cereals; Green Revolution; India; Sustainable agriculture; Tradeoffs,Agriculture; Edible Grain; Environment; Food Supply; Humans; India; Nutritive Value; Oryza; Sustainable Development; Article; carbon footprint; catering service; cereal; climate; ecosystem resilience; energy resource; food availability; food industry; India; irrigation (agriculture); nutrient; priority journal; water supply; agriculture; environment; food grain; human; nutritional value; Oryza; procedures; sustainable development
SCOPUS:2-s2.0-85112106268,2021,10.15809/irriga.2021v1n2p248-263,Water footprint of rice cultivated under different irrigation managements [Pegada hídrica do arroz cultivado sob diferentes manejos de irrigação],Flooded; Irrigation methods; Oryza sativa; Sprinkler,Oryza sativa; cultivation; farming system; flood; irrigation system; rice; water footprint
SCOPUS:2-s2.0-85147882246,2023,10.3390/ijerph20032738,"Environmental, Human and Ecotoxicological Impacts of Different Rice Cultivation Systems in Northern Thailand",carbon footprint; ecotoxicological; human health; rice cultivation; water footprint,Agriculture; Chlorpyrifos; Humans; Oryza; Pesticides; Thailand; Water; Thailand; acephate; butachlor; chlorpyrifos; fipronil; glyphosate; metaldehyde; pesticide; soil organic matter; unclassified drug; chlorpyrifos; pesticide; water; agricultural practice; anthropogenic effect; carbon footprint; cultivation; ecotoxicology; environmental impact; public health; rice; water footprint; agricultural procedures; Article; carbon footprint; crop management; crop production; ecotoxicology; environmental impact; environmental monitoring; environmental sustainability; freshwater environment; geographic distribution; greenhouse gas emission; human impact (environment); life cycle assessment; nonhuman; pollution transport; rice; soil analysis; Thailand; water footprint; agriculture; human; Oryza; procedures; Thailand
SCOPUS:2-s2.0-105041672888,2026,10.7324/JABB.2026.273153,Biotechnology of millets: Current scenario and future prospects,Bio-fortification; Biotechnology; Genetic transformation; Millets,
SCOPUS:2-s2.0-105010536960,2025,10.1093/plphys/kiaf056,Vertical farming limitations and potential demonstrated by back-of-the-envelope calculations,,"Agriculture; Crops, Agricultural; Electricity; agriculture; crop; economics; electricity; growth, development and aging; procedures"
SCOPUS:2-s2.0-85045039426,2018,10.1371/journal.pone.0195238,Quantifying differences in water and carbon cycling between paddy and rainfed rice (oryza sativa l.) by flux partitioning,,"Agriculture; Carbon Cycle; Climate Change; Conservation of Water Resources; Crops, Agricultural; Greenhouse Gases; Models, Biological; Oryza; Rain; Republic of Korea; Water; Water Resources; carbon; carbon dioxide; methane; nitrous oxide; rain; water; rain; agroecosystem; agronomic trait; Article; canopy; carbon cycling; carbon footprint; climate change; comparative study; cropping system; evapotranspiration; grain yield; growing season; leaf gas exchange; nonhuman; plant growth; plant water use; quantitative analysis; rice; seasonal variation; water availability; water loss; water supply; agriculture; biological model; carbon cycle; crop; greenhouse gas; growth, development and aging; metabolism; Oryza; procedures; South Korea; supply and distribution; water conservation"
SCOPUS:2-s2.0-85169476682,2023,10.24857/rgsa.v17n5-022,EVALUATION OF THE WATER FOOTPRINT OF RICE CULTIVATION IN THE LOWER SÃO FRANCISCO RIVER IN SERGIPE [AVALIAÇÃO DA PEGADA HÍDRICA DA RIZICULTURA NO BAIXO SÃO FRANCISCO SERGIPANO],Rice Cultivation; Water Management; Water Resource Indicator,
